date,sg_gdp,hk_gdp_growth,us_gdp_growth,sti_close,sg_cpi,iip,rsi,total_tourists,total_nodx
2007-12-31,74448.5,1.8,1.03639,3603.0900065104165,69.9,66.3,105.666,2649710.0,43639529.1
2008-03-31,76342.4,1.4,-0.0579,3005.1866861979165,70.8,67.8,106.22,2663096.0,42497189.8
2008-06-30,74425.3,-1.2,1.08226,3095.9833984375,72.4,59.6,104.176,2551417.0,39274615.6
2008-09-30,73949.1,-1.1,0.22399,2676.169921875,73.4,62.26666666666667,101.006,2473070.0,40551786.2
2008-12-31,72247.5,-2.0,-1.95174,1762.7766520182292,73.9,59.199999999999996,99.968,2446884.0,35876604.5
2009-03-31,70353.2,-3.4,-1.21375,1680.4433186848958,73.2,51.699999999999996,94.912,2286339.0,31586689.3
2009-06-30,73327.8,3.6,-0.34416,2194.1666666666665,72.5,59.23333333333333,91.631,2317582.0,33625012.5
2009-09-30,76172.4,0.5,0.47038,2641.556640625,73.1,66.93333333333334,90.585,2458842.0,37441123.1
2009-12-31,77291.0,2.0,1.40057,2760.2900390625,73.4,60.666666666666664,95.938,2635198.0,38901788.0
2010-03-31,81783.9,1.9,0.77373,2794.5567220052085,73.8,70.89999999999999,96.432,2727017.0,38978754.0
2010-06-30,86693.4,1.7,1.46013,2854.2400716145835,74.7,86.06666666666666,85.939,2899822.0,42910801.3
2010-09-30,84282.5,0.9,1.07752,3011.8866373697915,75.6,76.10000000000001,90.028,2953244.0,46371750.2
2010-12-31,87552.2,1.6,1.10865,3159.1200358072915,76.3,76.16666666666667,96.655,3082524.0,45763211.4
2011-03-31,89201.0,2.7,0.27417,3098.693359375,77.7,84.39999999999999,91.589,3141900.0,43758777.1
2011-06-30,88981.2,-0.4,1.34249,3151.0332845052085,78.2,82.8,92.331,3300427.0,43762792.2
2011-09-30,91292.4,0.2,0.5794,2916.5599772135415,79.8,82.86666666666667,91.631,3380629.0,45771127.6
2011-12-31,91870.2,0.5,1.2435,2734.8600260416665,80.5,83.3,100.612,3361123.0,44482677.6
2012-03-31,93556.5,0.2,1.43001,2970.4033203125,81.5,83.5,97.278,3576689.0,46704244.2
2012-06-30,94390.1,0.6,0.86074,2876.52001953125,82.4,86.16666666666667,93.177,3578901.0,45059611.2
2012-09-30,93476.2,0.8,0.69368,3040.7333170572915,83.1,81.7,92.084,3526144.0,44102136.6
2012-12-31,95917.1,1.1,0.61814,3091.800048828125,83.7,83.10000000000001,99.498,3830161.0,42488370.5
2013-03-31,96800.8,0.8,1.38711,3286.9033203125,84.7,78.16666666666667,94.814,3869405.0,39814300.7
2013-06-30,98769.0,0.4,0.48352,3276.663330078125,83.7,86.86666666666667,93.648,3942779.0,42446216.3
2013-09-30,99451.8,0.6,1.3459,3139.5799967447915,84.6,85.96666666666665,89.656,3937055.0,41645207.4
2013-12-31,100377.5,0.9,1.40488,3184.816650390625,85.4,89.03333333333335,95.943,3830821.0,40834494.7
2014-03-31,101105.0,0.9,0.03327,3108.8733723958335,85.6,85.66666666666667,94.227,3850819.0,38909455.4
2014-06-30,102163.9,-0.2,1.86519,3272.07666015625,85.5,88.0,89.233,3736001.0,40621257.6
2014-09-30,103090.1,1.5,1.63096,3325.96337890625,85.5,87.43333333333334,90.541,3723734.0,42094789.7
2014-12-31,104651.9,0.4,0.60576,3329.9666341145835,85.4,88.0,99.729,3793193.0,41165842.0
2015-03-31,104217.8,0.6,0.84552,3413.6900227864585,85.3,81.96666666666667,97.688,3604138.0,41344210.9
2015-06-30,105513.1,0.6,1.19719,3398.943359375,85.2,84.26666666666667,95.186,3726960.0,41748764.8
2015-09-30,106800.4,0.5,0.66654,2971.6099446614585,85.0,82.43333333333334,95.794,3920117.0,41806527.8
2015-12-31,106774.0,0.1,0.18211,2912.3400065104165,84.8,82.53333333333333,102.997,3974065.0,40329544.8
2016-03-31,107867.1,-0.3,0.49252,2712.17333984375,84.6,81.7,99.522,4103181.0,37367928.5
2016-06-30,109122.9,1.5,1.00275,2823.5033365885415,84.4,85.63333333333333,96.093,4140715.0,42228991.1
2016-09-30,110169.9,1.1,0.96697,2852.9166666666665,84.7,83.93333333333334,96.077,4038566.0,39529796.7
2016-12-31,112082.4,1.1,1.04136,2866.6000162760415,84.8,92.23333333333333,103.029,4085860.0,41431740.1
2017-03-31,112763.1,0.6,0.99901,3106.1734212239585,85.1,88.56666666666668,100.618,4278232.0,42984027.3
2017-06-30,113216.4,0.9,0.8224,3204.2466634114585,85.0,92.93333333333334,96.778,4299286.0,43484215.4
2017-09-30,115927.9,0.8,1.30643,3275.5633138020835,85.0,100.16666666666667,96.654,4360322.0,42514409.0
2017-12-31,117044.0,1.1,1.74935,3403.5133463541665,85.2,97.60000000000001,105.949,4501271.0,45753226.3
2018-03-31,117813.7,1.4,1.45463,3493.2999674479165,85.3,97.43333333333334,99.374,4590494.0,43444724.3
2018-06-30,118630.5,-0.1,1.2414,3436.9366048177085,85.3,102.76666666666667,97.189,4642491.0,47544959.3
2018-09-30,119609.8,0.2,1.05835,3263.4600423177085,85.6,103.66666666666667,95.719,4665858.0,45897942.4
2018-12-31,118826.1,-0.3,0.57281,3068.3900553385415,85.6,102.03333333333335,103.505,4615708.0,45245609.6
2019-03-31,119447.3,0.7,0.92616,3205.24658203125,85.7,97.43333333333334,98.344,4636436.0,40653974.6
2019-06-30,120339.4,-0.6,1.35631,3279.856689453125,86.0,102.26666666666665,92.784,4728631.0,40568076.2
2019-09-30,120472.7,-3.3,1.49189,3175.7533365885415,85.9,102.33333333333333,92.944,4809462.0,41499325.3
2019-12-31,120790.1,-0.4,0.99482,3215.5432942708335,86.1,97.96666666666665,98.402,4942294.0,42655528.9
2020-03-31,120717.0,-4.8,-0.93721,2882.0133463541665,86.1,105.53333333333335,87.993,2609419.0,42863156.7
2020-06-30,106089.1,-1.3,-8.24853,2574.9632975260415,85.4,101.83333333333333,54.906,3978.0,42926274.8
2020-09-30,115774.4,2.6,8.77386,2509.6500651041665,85.7,113.63333333333333,84.456,24752.0,44177751.1
2020-12-31,120067.2,0.3,1.77184,2691.2000325520835,86.0,109.13333333333333,93.699,53820.0,42456923.3
2021-03-31,125939.9,6.6,2.66452,3005.6333821614585,86.7,117.7,89.027,69472.0,46981467.7
2021-06-30,125634.8,-2.1,3.14285,3171.0033365885415,87.3,120.36666666666667,83.519,50772.0,47256558.8
2021-09-30,126876.0,0.7,2.36695,3102.8966471354165,87.8,122.63333333333333,85.74,51314.0,48136390.3
2021-12-31,129255.1,-0.2,3.57431,3121.046630859375,89.2,126.66666666666667,98.449,161989.0,50978123.8
2022-03-31,131373.9,-3.5,1.76959,3300.11669921875,90.7,124.8,93.192,244499.0,52330116.0
2022-06-30,131986.6,1.4,2.34102,3230.5332845052085,92.5,128.13333333333333,92.559,1299640.0,51460444.0
2022-09-30,132618.2,-2.1,1.80665,3187.8233235677085,94.3,124.23333333333333,93.225,2142167.0,51570142.2
2022-12-31,132695.0,0.4,1.75954,3211.6400553385415,95.2,123.3,103.349,2674898.0,43847186.4
2023-03-31,132627.6,3.0,1.60873,3295.7332356770835,96.3,118.06666666666666,94.338,2884880.0,43871032.5
2023-06-30,133837.7,0.1,1.06557,3211.739990234375,97.2,117.60000000000001,93.278,3479872.0,44541787.2
2023-09-30,135054.7,0.8,1.87181,3274.8966471354165,98.2,118.16666666666667,94.548,3623163.0,41521737.3
2023-12-31,136656.2,0.4,1.17732,3127.0,99.0,125.46666666666665,101.844,3626644.0,43236363.0
2024-03-31,137047.0,1.3,1.15596,3172.9567057291665,99.4,116.76666666666667,96.721,4279837.0,42386617.5
2024-06-30,138573.1,0.3,1.37173,3320.693359375,99.9,116.83333333333333,91.913,3993685.0,41660678.6
2024-09-30,142712.9,-0.1,1.23446,3494.719970703125,100.3,131.4333333333333,94.232,4121205.0,45275088.3
2024-12-31,143438.2,0.9,1.18792,3695.2566731770835,100.4,132.36666666666667,100.985,4147741.0,44278329.8
2025-03-31,142508.4,1.9,0.85041,3907.9833170572915,100.4,121.8,97.089,4289701.0,43795208.6
