Data Series,2025 1Q ,2024 4Q ,2024 3Q ,2024 2Q ,2024 1Q ,2023 4Q ,2023 3Q ,2023 2Q ,2023 1Q ,2022 4Q ,2022 3Q ,2022 2Q ,2022 1Q ,2021 4Q ,2021 3Q ,2021 2Q ,2021 1Q ,2020 4Q ,2020 3Q ,2020 2Q ,2020 1Q ,2019 4Q ,2019 3Q ,2019 2Q ,2019 1Q ,2018 4Q ,2018 3Q ,2018 2Q ,2018 1Q ,2017 4Q ,2017 3Q ,2017 2Q ,2017 1Q ,2016 4Q ,2016 3Q ,2016 2Q ,2016 1Q ,2015 4Q ,2015 3Q ,2015 2Q ,2015 1Q ,2014 4Q ,2014 3Q ,2014 2Q ,2014 1Q ,2013 4Q ,2013 3Q ,2013 2Q ,2013 1Q ,2012 4Q ,2012 3Q ,2012 2Q ,2012 1Q ,2011 4Q ,2011 3Q ,2011 2Q ,2011 1Q ,2010 4Q ,2010 3Q ,2010 2Q ,2010 1Q ,2009 4Q ,2009 3Q ,2009 2Q ,2009 1Q ,2008 4Q ,2008 3Q ,2008 2Q ,2008 1Q ,2007 4Q ,2007 3Q ,2007 2Q ,2007 1Q ,2006 4Q ,2006 3Q ,2006 2Q ,2006 1Q ,2005 4Q ,2005 3Q ,2005 2Q ,2005 1Q ,2004 4Q ,2004 3Q ,2004 2Q ,2004 1Q ,2003 4Q ,2003 3Q ,2003 2Q ,2003 1Q ,2002 4Q ,2002 3Q ,2002 2Q ,2002 1Q ,2001 4Q ,2001 3Q ,2001 2Q ,2001 1Q ,2000 4Q ,2000 3Q ,2000 2Q ,2000 1Q ,1999 4Q ,1999 3Q ,1999 2Q ,1999 1Q ,1998 4Q ,1998 3Q ,1998 2Q ,1998 1Q ,1997 4Q ,1997 3Q ,1997 2Q ,1997 1Q ,1996 4Q ,1996 3Q ,1996 2Q ,1996 1Q ,1995 4Q ,1995 3Q ,1995 2Q ,1995 1Q ,1994 4Q ,1994 3Q ,1994 2Q ,1994 1Q ,1993 4Q ,1993 3Q ,1993 2Q ,1993 1Q ,1992 4Q ,1992 3Q ,1992 2Q ,1992 1Q ,1991 4Q ,1991 3Q ,1991 2Q ,1991 1Q ,1990 4Q ,1990 3Q ,1990 2Q ,1990 1Q ,1989 4Q ,1989 3Q ,1989 2Q ,1989 1Q ,1988 4Q ,1988 3Q ,1988 2Q ,1988 1Q ,1987 4Q ,1987 3Q ,1987 2Q ,1987 1Q ,1986 4Q ,1986 3Q ,1986 2Q ,1986 1Q ,1985 4Q ,1985 3Q ,1985 2Q ,1985 1Q 
Total,97.089,100.985,94.232,91.913,96.721,101.844,94.548,93.278,94.338,103.349,93.225,92.559,93.192,98.449,85.74,83.519,89.027,93.699,84.456,54.906,87.993,98.402,92.944,92.784,98.344,103.505,95.719,97.189,99.374,105.949,96.654,96.778,100.618,103.029,96.077,96.093,99.522,102.997,95.794,95.186,97.688,99.729,90.541,89.233,94.227,95.943,89.656,93.648,94.814,99.498,92.084,93.177,97.278,100.612,91.631,92.331,91.589,96.655,90.028,85.939,96.432,95.938,90.585,91.631,94.912,99.968,101.006,104.176,106.22,105.666,98.215,107.211,107.191,107.388,96.326,99.174,99.998,99.465,91.45,91.149,94.64,91.721,82.461,82.689,88.767,84.985,75.205,72.515,71.526,74.722,67.691,65.798,71.644,71.058,67.768,69.887,73.972,70.013,66.494,64.149,60.473,57.373,53.94,49.984,47.041,46.338,43.028,45.438,44.427,46.53,48.71,46.121,49.219,51.188,45.84,44.562,49.133,48.489,45.725,43.35,47.748,46.117,43.175,38.785,52.504,47.026,44.432,43.625,48.221,44.143,42.793,43.176,44.156,43.856,38.468,37.395,39.089,40.359,34.989,37.585,43.715,41.128,36.4,34.673,41.118,40.193,33.787,31.336,32.44,30.566,27.703,26.324,25.62,22.985,21.176,20.543,24.545,23.853,22.448,22.716,31.481
