Indicators,1Q 2025,4Q 2024,3Q 2024,2Q 2024,1Q 2024,4Q 2023,3Q 2023,2Q 2023,1Q 2023,4Q 2022,3Q 2022,2Q 2022,1Q 2022,4Q 2021,3Q 2021,2Q 2021,1Q 2021,4Q 2020,3Q 2020,2Q 2020,1Q 2020,4Q 2019,3Q 2019,2Q 2019,1Q 2019,4Q 2018,3Q 2018,2Q 2018,1Q 2018,4Q 2017,3Q 2017,2Q 2017,1Q 2017,4Q 2016,3Q 2016,2Q 2016,1Q 2016,4Q 2015,3Q 2015,2Q 2015,1Q 2015,4Q 2014,3Q 2014,2Q 2014,1Q 2014,4Q 2013,3Q 2013,2Q 2013,1Q 2013,4Q 2012,3Q 2012,2Q 2012,1Q 2012,4Q 2011,3Q 2011,2Q 2011,1Q 2011,4Q 2010,3Q 2010,2Q 2010,1Q 2010,4Q 2009,3Q 2009,2Q 2009,1Q 2009,4Q 2008,3Q 2008,2Q 2008,1Q 2008,4Q 2007,3Q 2007,2Q 2007,1Q 2007
Gross Domestic Product (at Constant Prices) Current Quarter(100 million yuan),306612.2,358507.3,325574.5,307393.2,290845.8,340242.9,311288.6,293711.1,276286.8,322969.4,296333.6,275704.6,263762.9,313417,285059.2,273519.5,251564,268766.9,243567.3,229396,187417.1,252346.2,232153.3,222389.6,201017.6,238292.3,219079.5,209673.7,188926.3,223659.8,205362.6,196116.2,176649.8,209433.4,192174.4,183371.5,165118.1,172630.8,156060.3,149632.2,134991.8,161515,145915.4,139762.7,126096.9,150436.9,136015.8,129822,117211.9,139684.4,126004.9,120674.3,108621,129175.6,117167.9,112089.8,100490,89891.3,82315.2,79733.2,72173.5,81767.9,74923.3,72031.5,64349.4,73103.7,67718.5,66552.3,60500.8,68248.8,61840.5,59956.2,54213
